"","placement","Manual.Placement","acm_id","Math.Confidence","Ed_HS","Ed_SomeCol","Ed_Col","HasTutored","SpanishAble","Lang_Other","Male","Other.Gender","Race.Ethnicity.Hispanic","Race.Ethnicity.Asian","Race.Ethnicity.White","Race.Ethnicity.Black","Birth.Date","days_old","Manual.Placement_id","School","size","span","% Hispanic","HSGrad_tgt","SomeCol_tgt","TutExp","SpanishNeed","OtherLang_tgt","Math_tgt","Male_tgt"
"112",15,"Alain LeRoy Locke College Preparatory Academy","326",1,0,0,1,1,1,0,1,0,1,0,0,0,"12/06/1992",8951,15,"Alain LeRoy Locke College Preparatory Academy","12","High",0.85,0,0.65158371040724,0.705882352941176,2.15063677717841,0.597285067873303,8.41628959276018,2.93212669683258
"113",15,"Alain LeRoy Locke College Preparatory Academy","317",1,0,0,1,1,1,0,1,0,1,0,0,0,"08/29/1995",7955,15,"Alain LeRoy Locke College Preparatory Academy","12","High",0.85,0,0.65158371040724,0.705882352941176,2.15063677717841,0.597285067873303,8.41628959276018,2.93212669683258
"114",15,NA,"135",1,0,0,1,0,0,0,0,0,0,0,0,0,"06/06/1995",8039,NA,"Alain LeRoy Locke College Preparatory Academy","12","High",0.85,0,0.65158371040724,0.705882352941176,2.15063677717841,0.597285067873303,8.41628959276018,2.93212669683258
"115",15,NA,"323",1,0,0,1,0,0,0,0,0,0,0,1,0,"07/11/1995",8004,NA,"Alain LeRoy Locke College Preparatory Academy","12","High",0.85,0,0.65158371040724,0.705882352941176,2.15063677717841,0.597285067873303,8.41628959276018,2.93212669683258
"116",15,"Alain LeRoy Locke College Preparatory Academy","327",1,0,0,1,0,0,0,0,0,1,0,0,0,"12/10/1993",8582,15,"Alain LeRoy Locke College Preparatory Academy","12","High",0.85,0,0.65158371040724,0.705882352941176,2.15063677717841,0.597285067873303,8.41628959276018,2.93212669683258
"117",15,NA,"9042",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Alain LeRoy Locke College Preparatory Academy","12","High",0.85,0,0.65158371040724,0.705882352941176,2.15063677717841,0.597285067873303,8.41628959276018,2.93212669683258
"118",16,NA,"107",1,0,0,1,0,0,0,0,0,1,0,0,0,"08/29/1994",8320,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"119",16,NA,"96",1,0,0,1,0,0,0,0,0,0,0,1,0,"05/15/1995",8061,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"120",16,NA,"72",1,0,0,1,0,0,0,0,0,0,1,0,0,"09/20/1995",7933,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"121",16,NA,"17",1,0,0,1,0,0,0,0,0,0,0,0,1,"01/16/1995",8180,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"122",16,NA,"9018",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"123",16,NA,"59",1,0,0,1,0,1,0,1,0,0,0,0,0,"03/14/1995",8123,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"124",16,"Manual Arts High School","364",0,0,0,1,0,0,0,0,0,1,0,0,0,"09/17/1993",8666,16,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"125",16,"Manual Arts High School","344",1,0,0,1,1,1,0,1,0,1,0,0,0,"04/29/1993",8807,16,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"126",16,NA,"109",0,0,0,1,0,0,0,0,0,0,0,0,1,"12/08/1995",7854,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"127",16,NA,"144",1,0,0,1,0,0,0,0,0,0,0,0,1,"01/04/1994",8557,NA,"Manual Arts High School","10","High",0.838046272493573,0,0.542986425339367,0.588235294117647,2.01965606257457,0.497737556561086,7.01357466063348,2.44343891402715
"128",17,"Markham MS","349",1,0,0,1,0,0,0,0,0,0,0,0,0,"12/04/1992",8953,17,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"129",17,"Markham MS","346",1,0,0,1,1,1,0,0,0,1,0,0,0,"07/12/1993",8733,17,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"130",17,NA,"9027",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"131",17,"Markham MS","347",1,0,0,1,0,0,0,0,0,0,0,0,1,"01/29/1994",8532,17,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"132",17,NA,"102",0,0,0,1,0,0,0,1,0,0,0,0,1,"04/26/1994",8445,NA,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"133",17,"Markham MS","350",1,0,0,1,0,1,0,0,0,1,0,0,0,"06/23/1993",8752,17,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"134",17,NA,"170",1,0,0,1,0,0,0,1,0,0,1,0,0,"04/03/1995",8103,NA,"Markham MS","7","Middle",0.722986247544204,0.34841628959276,0.380090497737557,0.411764705882353,1,0.34841628959276,3.68212669683258,1.710407239819
"135",18,NA,"9050",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"136",18,NA,"127",1,0,0,1,0,0,0,0,0,0,1,0,0,"08/22/1994",8327,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"137",18,NA,"64",1,0,0,1,0,1,0,0,0,1,0,0,0,"01/11/1995",8185,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"138",18,NA,"90",1,0,0,1,0,0,0,0,0,0,0,0,0,"02/07/1995",8158,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"139",18,NA,"9037",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"140",18,NA,"9021",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"141",18,NA,"86",1,0,0,1,0,0,1,1,0,0,1,0,0,"09/21/1991",9393,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"142",18,NA,"171",1,0,0,1,0,1,0,0,0,1,0,0,0,"06/20/1995",8025,NA,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"143",18,"Mendez High School","341",1,0,0,1,0,0,0,1,0,0,0,1,0,"11/04/1993",8618,18,"Mendez High School","9","High",0.978313253012048,0,0.48868778280543,0.529411764705882,3.12552301508839,0.447963800904977,6.31221719457014,2.19909502262443
"144",19,"Nava College Prep","351",1,0,0,1,0,0,0,0,0,0,0,0,0,"07/28/1994",8352,19,"Nava College Prep","6","High",0.95360824742268,0,0.32579185520362,0.352941176470588,2.97891195184719,0.298642533936652,4.20814479638009,1.46606334841629
"145",19,NA,"164",1,0,0,1,0,1,0,0,0,0,0,0,0,"10/04/1995",7919,NA,"Nava College Prep","6","High",0.95360824742268,0,0.32579185520362,0.352941176470588,2.97891195184719,0.298642533936652,4.20814479638009,1.46606334841629
"146",19,NA,"149",1,0,0,1,0,0,1,0,0,0,1,0,0,"05/02/1996",7708,NA,"Nava College Prep","6","High",0.95360824742268,0,0.32579185520362,0.352941176470588,2.97891195184719,0.298642533936652,4.20814479638009,1.46606334841629
"147",19,NA,"159",1,0,0,1,0,1,0,0,0,1,0,0,0,"05/30/1995",8046,NA,"Nava College Prep","6","High",0.95360824742268,0,0.32579185520362,0.352941176470588,2.97891195184719,0.298642533936652,4.20814479638009,1.46606334841629
"148",19,NA,"28",0,0,1,0,0,0,0,0,0,0,0,0,1,"10/19/1993",8634,NA,"Nava College Prep","6","High",0.95360824742268,0,0.32579185520362,0.352941176470588,2.97891195184719,0.298642533936652,4.20814479638009,1.46606334841629
"149",19,"Nava College Prep","352",1,0,0,1,0,0,0,1,0,1,0,0,0,"08/07/1994",8342,19,"Nava College Prep","6","High",0.95360824742268,0,0.32579185520362,0.352941176470588,2.97891195184719,0.298642533936652,4.20814479638009,1.46606334841629
"150",20,NA,"121",1,0,0,1,0,0,0,1,0,0,1,0,0,"01/08/1995",8188,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"151",20,NA,"7",1,0,0,1,0,1,0,0,0,1,0,0,0,"04/07/1995",8099,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"152",20,NA,"58",0,0,1,0,0,0,0,0,0,0,0,0,1,"04/22/1997",7353,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"153",20,NA,"9036",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"154",20,NA,"166",1,0,0,1,0,1,0,1,0,0,0,1,0,"09/20/1994",8298,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"155",20,"Normandie Avenue ES","314",0,0,0,1,0,0,0,0,0,0,0,0,1,"08/01/1992",9078,20,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"156",20,NA,"61",1,0,0,1,0,0,0,0,0,0,0,0,0,"04/08/1995",8098,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"157",20,NA,"83",0,0,0,1,0,0,0,0,0,1,0,0,0,"07/17/1995",7998,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"158",20,NA,"9009",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"159",20,NA,"9012",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"160",20,"Normandie Avenue ES","353",1,0,0,1,0,0,0,0,0,0,0,1,0,"03/25/1993",8842,20,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"161",20,NA,"104",0,0,0,1,0,0,0,0,0,0,0,0,1,"12/29/1995",7833,NA,"Normandie Avenue ES","12","Elementary",0.817518248175182,0.597285067873303,0.65158371040724,0.705882352941176,1.76573425690758,0.597285067873303,4.20814479638009,2.93212669683258
"162",21,NA,"110",0,0,1,0,0,0,0,1,0,0,0,0,1,"02/28/1993",8867,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"163",21,"NOW Academy","355",0,1,0,0,0,0,0,0,0,0,1,0,0,"10/01/1991",9383,21,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"164",21,NA,"19",1,0,0,1,0,1,0,0,0,1,0,0,0,"02/04/1995",8161,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"165",21,NA,"123",0,0,0,1,0,0,0,1,0,0,0,0,0,"05/16/1995",8060,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"166",21,NA,"94",1,0,0,1,0,1,0,1,0,0,0,0,0,"10/12/1995",7911,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"167",21,NA,"163",1,0,0,1,0,1,0,0,0,0,0,0,0,"03/15/1995",8122,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"168",21,NA,"30",0,0,0,1,0,0,0,0,0,0,0,1,0,"04/19/1993",8817,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"169",21,NA,"9041",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"170",21,NA,"112",1,0,0,1,0,0,0,1,0,0,0,1,0,"07/12/1994",8368,NA,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"171",21,"NOW Academy","318",1,0,0,1,1,0,0,0,0,1,0,0,0,"04/10/1994",8461,21,"NOW Academy","10","Elementary",0.85,0.497737556561086,0.542986425339367,0.588235294117647,2.15063677717841,0.497737556561086,3.50678733031674,2.44343891402715
"172",22,NA,"372",1,0,0,1,0,0,0,1,0,1,0,0,0,"10/07/1992",9011,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"173",22,NA,"122",1,0,0,1,0,0,0,0,0,0,0,0,1,"03/01/1994",8501,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"174",22,NA,"9013",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"175",22,"Obama Global Prep","337",1,0,0,1,0,0,0,0,0,0,0,1,0,"01/18/1994",8543,22,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"176",22,NA,"37",1,0,0,1,0,0,1,0,0,0,1,0,0,"02/19/1995",8146,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"177",22,NA,"32",0,0,0,1,0,0,0,0,0,0,0,0,0,"02/10/1996",7790,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"178",22,NA,"9024",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"179",22,NA,"43",1,0,0,1,0,1,0,0,0,1,0,0,0,"11/04/1994",8253,NA,"Obama Global Prep","8","High",0.85,0,0.434389140271493,0.470588235294118,2.15063677717841,0.398190045248869,5.61085972850679,1.95475113122172
"180",23,NA,"92",1,0,0,1,0,0,0,1,0,0,0,1,0,"09/22/1995",7931,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"181",23,NA,"154",1,0,1,0,0,0,0,0,0,0,0,0,1,"06/06/1995",8039,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"182",23,NA,"87",1,0,0,1,0,1,0,1,0,1,0,0,0,"05/01/1995",8075,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"183",23,NA,"49",1,0,0,1,0,0,0,0,0,0,1,0,0,"11/25/1995",7867,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"184",23,NA,"9034",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"185",23,NA,"369",1,0,0,1,0,0,0,1,0,0,0,1,0,"06/27/1994",8383,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"186",23,NA,"99",1,0,1,0,0,1,0,0,0,1,0,0,0,"08/26/1993",8688,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"187",23,NA,"78",1,0,0,1,0,1,0,0,0,0,0,0,0,"06/25/1995",8020,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"188",23,NA,"9014",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Roosevelt HS","9","High",0.98158379373849,0,0.48868778280543,0.529411764705882,3.14394910086172,0.447963800904977,6.31221719457014,2.19909502262443
"189",24,"Sal Castro MS","358",1,0,0,1,0,0,0,0,0,1,0,0,0,"05/02/1992",9169,24,"Sal Castro MS","6","Middle",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,3.15610859728507,1.46606334841629
"190",24,NA,"84",1,0,0,1,0,0,1,1,0,0,1,0,0,"10/18/1995",7905,NA,"Sal Castro MS","6","Middle",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,3.15610859728507,1.46606334841629
"191",24,NA,"125",1,0,0,1,0,0,0,0,0,0,0,1,0,"09/30/1994",8288,NA,"Sal Castro MS","6","Middle",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,3.15610859728507,1.46606334841629
"192",24,NA,"9033",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Sal Castro MS","6","Middle",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,3.15610859728507,1.46606334841629
"193",24,NA,"9047",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Sal Castro MS","6","Middle",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,3.15610859728507,1.46606334841629
"194",24,NA,"23",1,0,0,1,0,1,0,1,0,0,0,0,0,"11/04/1994",8253,NA,"Sal Castro MS","6","Middle",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,3.15610859728507,1.46606334841629
"195",25,"Santee Education Complex","307",0,1,0,0,0,0,0,0,0,1,0,0,0,"03/30/1993",8837,25,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"196",25,NA,"9031",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"197",25,"Santee Education Complex","309",0,0,0,1,0,0,0,0,0,1,0,0,0,"06/04/1994",8406,25,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"198",25,NA,"1",1,0,0,1,0,0,1,0,0,1,0,0,0,"05/23/1994",8418,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"199",25,NA,"48",1,0,0,1,0,0,0,0,0,0,0,0,1,"11/26/1995",7866,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"200",25,NA,"168",0,0,0,1,0,0,0,1,0,0,0,0,1,"03/04/1994",8498,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"201",25,NA,"370",0,0,0,1,0,0,0,0,0,1,0,0,0,"09/15/1995",7938,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"202",25,NA,"9030",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"203",25,NA,"71",1,0,0,1,0,1,0,0,0,1,0,0,0,"06/03/1994",8407,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"204",25,NA,"53",1,0,0,1,0,0,1,0,0,0,1,0,0,"06/02/1995",8043,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"205",25,"Santee Education Complex","308",0,0,0,1,0,0,0,0,0,1,0,0,0,"04/27/1993",8809,25,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"206",25,NA,"47",1,0,0,1,0,0,0,0,0,0,0,0,1,"12/28/1994",8199,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"207",25,NA,"151",1,0,0,1,0,0,0,0,0,0,0,0,1,"08/30/1994",8319,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"208",25,NA,"165",1,0,0,1,0,1,0,1,0,0,0,0,0,"05/13/1995",8063,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"209",25,NA,"100",1,0,0,1,0,1,0,0,0,0,0,0,1,"09/06/1995",7947,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"210",25,NA,"160",1,0,0,1,0,0,0,0,0,0,0,1,0,"11/30/1995",7862,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"211",25,NA,"68",0,0,1,0,0,0,0,0,0,0,0,1,0,"05/18/1998",6962,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"212",25,NA,"33",1,0,0,1,0,0,0,0,0,1,0,0,0,"06/09/1994",8401,NA,"Santee Education Complex","18","High",0.911111111111111,0,0.97737556561086,1.05882352941176,2.68964376323683,0.895927601809955,12.6244343891403,4.39819004524887
"213",26,NA,"62",1,1,0,0,0,0,0,0,0,0,0,1,0,"10/15/1999",6447,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"214",26,NA,"9015",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"215",26,NA,"81",1,0,0,1,0,0,0,0,0,1,0,0,0,"08/20/1995",7964,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"216",26,NA,"131",1,0,0,1,0,0,1,0,0,0,1,0,0,"01/26/1995",8170,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"217",26,NA,"114",1,0,0,1,0,0,0,1,0,1,0,0,0,"10/04/1995",7919,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"218",26,"Stevenson MS","312",1,0,0,1,0,0,0,0,0,0,0,0,0,"10/24/1994",8264,26,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"219",26,NA,"5",1,0,0,1,0,0,0,0,0,0,1,0,0,"12/08/1994",8219,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"220",26,NA,"113",0,0,0,1,0,0,0,0,0,0,0,0,1,"08/26/1994",8323,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
