"","placement","Manual.Placement","acm_id","Math.Confidence","Ed_HS","Ed_SomeCol","Ed_Col","HasTutored","SpanishAble","Lang_Other","Male","Other.Gender","Race.Ethnicity.Hispanic","Race.Ethnicity.Asian","Race.Ethnicity.White","Race.Ethnicity.Black","Birth.Date","days_old","Manual.Placement_id","School","size","span","% Hispanic","HSGrad_tgt","SomeCol_tgt","TutExp","SpanishNeed","OtherLang_tgt","Math_tgt","Male_tgt"
"221",26,NA,"111",0,1,0,0,0,0,0,0,0,0,0,1,0,"08/15/1997",7238,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"222",26,NA,"9007",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"223",26,"Stevenson MS","133",1,0,0,1,0,1,0,0,0,1,0,0,0,"05/24/1995",8052,26,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"224",26,NA,"15",1,1,0,0,0,1,0,1,0,0,0,1,0,"04/02/1998",7008,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"225",26,NA,"365",1,0,0,1,1,0,0,0,0,0,0,0,0,"05/28/1994",8413,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"226",26,NA,"9048",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"227",26,NA,"9011",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Stevenson MS","15","Middle",0.992978936810431,0.746606334841629,0.81447963800905,0.882352941176471,3.20651764441234,0.746606334841629,7.89027149321267,3.66515837104072
"228",27,NA,"9003",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"229",27,NA,"36",1,0,0,1,0,0,0,0,0,0,0,1,0,"09/11/1995",7942,NA,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"230",27,NA,"130",1,0,0,1,0,0,0,0,0,0,1,0,0,"10/11/1994",8277,NA,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"231",27,"Virgil MS","324",0,1,0,0,0,0,0,0,0,1,0,0,0,"10/28/1993",8625,27,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"232",27,"Virgil MS","303",0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,27,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"233",27,NA,"9001",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"234",27,"Virgil MS","321",1,0,0,1,0,0,0,0,0,1,0,0,0,"04/05/1994",8466,27,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"235",27,NA,"366",1,0,0,1,0,1,0,0,0,1,0,0,0,"05/09/1993",8797,NA,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"236",27,NA,"9017",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Virgil MS","9","Middle",0.829819277108434,0.447963800904977,0.48868778280543,0.529411764705882,1.92274401540676,0.447963800904977,4.7341628959276,2.19909502262443
"237",28,"118th Street ES","316",0,0,0,1,0,0,0,0,0,1,0,0,0,"06/16/1991",9490,28,"118th Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"238",28,NA,"9",0,0,0,1,0,0,0,0,0,1,0,0,0,"10/30/1995",7893,NA,"118th Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"239",28,NA,"88",0,0,0,1,0,0,0,1,0,0,0,0,1,"02/12/1995",8153,NA,"118th Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"240",28,NA,"55",0,0,0,1,0,0,0,0,0,0,0,0,0,"04/18/1995",8088,NA,"118th Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"241",28,NA,"156",1,0,0,1,0,1,0,0,0,0,0,0,1,"09/28/1995",7925,NA,"118th Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"242",28,NA,"105",1,0,0,1,0,0,1,0,0,0,1,0,0,"08/09/1995",7975,NA,"118th Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"243",29,NA,"143",0,0,0,1,0,0,0,0,0,0,1,0,0,"03/06/1995",8131,NA,"Grape Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"244",29,NA,"371",0,0,0,1,0,0,0,0,0,1,0,0,0,"12/13/1992",8944,NA,"Grape Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"245",29,NA,"39",1,0,0,1,0,1,0,1,0,1,0,0,0,"11/06/1995",7886,NA,"Grape Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"246",29,NA,"60",0,0,0,1,0,0,0,1,0,0,0,0,1,"03/02/1993",8865,NA,"Grape Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"247",29,NA,"18",0,1,0,0,0,0,0,0,0,0,0,0,0,"09/21/1998",6836,NA,"Grape Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"248",29,"Grape Street ES","305",1,0,0,1,0,0,0,0,0,0,0,0,0,"03/22/1995",8115,29,"Grape Street ES","6","Elementary",0.85,0.298642533936652,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,2.10407239819004,1.46606334841629
"249",30,NA,"173",1,0,0,1,0,0,0,0,1,0,0,0,1,"12/05/1993",8587,NA,"Miguel Contreras - Business and Tourism","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"250",30,NA,"148",1,0,0,1,0,0,0,0,0,0,1,0,0,"11/28/1994",8229,NA,"Miguel Contreras - Business and Tourism","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"251",30,NA,"132",0,0,0,1,0,0,0,0,0,0,0,1,0,"04/07/1995",8099,NA,"Miguel Contreras - Business and Tourism","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"252",30,NA,"146",0,0,0,1,0,1,0,1,0,1,0,0,0,"05/29/1994",8412,NA,"Miguel Contreras - Business and Tourism","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"253",30,NA,"76",1,0,0,1,0,0,0,0,0,0,0,0,0,"09/07/1995",7946,NA,"Miguel Contreras - Business and Tourism","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"254",30,"Miguel Contreras - Business and Tourism","330",1,0,0,1,1,1,0,0,0,1,0,0,0,"02/07/1994",8523,30,"Miguel Contreras - Business and Tourism","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"255",31,NA,"119",1,0,0,1,0,1,0,0,0,1,0,0,0,"04/17/1996",7723,NA,"Miguel Contreras - Global Studies","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"256",31,NA,"9044",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Miguel Contreras - Global Studies","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"257",31,NA,"31",1,0,0,1,0,0,0,0,0,0,0,0,0,"12/26/1995",7836,NA,"Miguel Contreras - Global Studies","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"258",31,NA,"75",1,0,1,0,0,0,0,1,0,0,0,1,0,"01/11/1997",7454,NA,"Miguel Contreras - Global Studies","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"259",31,NA,"140",0,0,0,1,0,0,0,0,0,0,1,0,0,"01/18/1995",8178,NA,"Miguel Contreras - Global Studies","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"260",31,"Miguel Contreras - Global Studies","356",0,0,0,1,0,0,0,0,0,1,0,0,0,"12/23/1991",9300,31,"Miguel Contreras - Global Studies","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"261",32,NA,"52",1,0,0,1,0,1,0,0,0,0,0,0,0,"06/18/1995",8027,NA,"Miguel Contreras - School of Social Justice","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"262",32,NA,"51",0,0,0,1,0,0,0,1,0,0,0,0,1,"05/27/1993",8779,NA,"Miguel Contreras - School of Social Justice","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"263",32,NA,"27",1,0,0,1,0,0,0,0,0,1,0,0,0,"01/05/1995",8191,NA,"Miguel Contreras - School of Social Justice","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"264",32,NA,"44",1,0,0,1,0,0,0,0,0,0,1,0,0,"09/09/1995",7944,NA,"Miguel Contreras - School of Social Justice","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"265",32,"Miguel Contreras - School of Social Justice","360",1,0,0,1,1,1,0,0,0,1,0,0,0,"07/19/1994",8361,32,"Miguel Contreras - School of Social Justice","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"266",32,NA,"95",0,0,0,1,0,0,0,0,0,0,0,1,0,"02/15/1994",8515,NA,"Miguel Contreras - School of Social Justice","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"267",33,NA,"9006",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Miguel Contreras - Academic Leadership","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"268",33,NA,"50",1,0,0,1,0,0,1,1,0,0,1,0,0,"10/18/1995",7905,NA,"Miguel Contreras - Academic Leadership","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"269",33,NA,"29",1,0,0,1,0,0,0,0,0,0,0,0,0,"12/03/1994",8224,NA,"Miguel Contreras - Academic Leadership","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"270",33,NA,"26",1,0,0,1,0,0,0,0,0,0,0,0,1,"08/30/1994",8319,NA,"Miguel Contreras - Academic Leadership","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"271",33,"Miguel Contreras - Academic Leadership","359",1,0,0,1,0,1,0,0,0,1,0,0,0,"10/08/1994",8280,33,"Miguel Contreras - Academic Leadership","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
"272",33,NA,"108",0,0,0,1,0,0,0,0,0,0,0,1,0,"06/12/1995",8033,NA,"Miguel Contreras - Academic Leadership","6","High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629
