"","placement","Manual.Placement","acm_id","Math.Confidence","Ed_HS","Ed_SomeCol","Ed_Col","HasTutored","SpanishAble","Lang_Other","Male","Other.Gender","Race.Ethnicity.Hispanic","Race.Ethnicity.Asian","Race.Ethnicity.White","Race.Ethnicity.Black","Birth.Date","days_old","Manual.Placement_id","School","size","span","% Hispanic","Address","nhood","HSGrad_tgt","SomeCol_tgt","TutExp","SpanishNeed","OtherLang_tgt","Math_tgt","Male_tgt","AA_tgt","acm_dest_id","time"
"75",10,"Gompers MS","338",0,0,0,1,0,0,0,0,0,1,0,0,0,"10/24/1994",8268,10,"Gompers MS",7,"Middle",0.85,"234 E 112TH ST LOS ANGELES, CA 90061","W",0.298449612403101,0.406976744186047,0.406976744186047,2.15063677717841,0.298449612403101,3.17441860465116,1.60077519379845,1,"338 - 10",0
"76",10,NA,"110",0,0,1,0,0,0,0,1,0,0,0,0,1,"02/28/1993",8871,NA,"Gompers MS",7,"Middle",0.85,"234 E 112TH ST LOS ANGELES, CA 90061","W",0.298449612403101,0.406976744186047,0.406976744186047,2.15063677717841,0.298449612403101,3.17441860465116,1.60077519379845,1,"110 - 10",0
"77",10,NA,"107",1,0,0,1,0,0,0,0,0,1,0,0,0,"08/29/1994",8324,NA,"Gompers MS",7,"Middle",0.85,"234 E 112TH ST LOS ANGELES, CA 90061","W",0.298449612403101,0.406976744186047,0.406976744186047,2.15063677717841,0.298449612403101,3.17441860465116,1.60077519379845,1,"107 - 10",0
"78",10,NA,"31",1,0,0,1,0,0,0,0,0,0,0,0,0,"12/26/1995",7840,NA,"Gompers MS",7,"Middle",0.85,"234 E 112TH ST LOS ANGELES, CA 90061","W",0.298449612403101,0.406976744186047,0.406976744186047,2.15063677717841,0.298449612403101,3.17441860465116,1.60077519379845,1,"31 - 10",0
"79",11,NA,"152",1,0,0,1,0,0,0,0,0,0,1,0,0,"09/19/1992",9033,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"152 - 11",0
"80",11,NA,"424",0,0,0,1,0,0,0,0,0,1,0,0,0,"07/07/1993",8742,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"424 - 11",0
"81",11,NA,"38",0,0,0,1,0,1,0,1,0,0,0,0,0,"09/09/1993",8678,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"38 - 11",23.5166666666667
"82",11,"Hollenbeck MS","348",1,0,1,0,1,0,0,0,0,0,0,1,0,"03/26/1996",7749,11,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"348 - 11",0
"83",11,NA,"85",0,0,0,1,0,0,0,1,0,1,0,0,0,"09/19/1995",7938,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"85 - 11",0
"84",11,"Hollenbeck MS","339",1,0,0,1,0,0,0,1,0,0,0,1,0,"03/11/1994",8495,11,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"339 - 11",0
"85",11,NA,"18",0,1,0,0,0,0,0,0,0,0,0,0,0,"09/21/1998",6840,NA,"Hollenbeck MS",7,"Middle",0.984871406959153,"2510 E. Sixth St., Los Angeles, CA 90023","ELA",0.298449612403101,0.406976744186047,0.406976744186047,3.16225692745419,0.298449612403101,3.17441860465116,1.60077519379845,0,"18 - 11",0
"86",12,"Jefferson HS","109",0,0,0,1,0,0,0,0,0,0,0,0,1,"12/08/1995",7858,12,"Jefferson HS",6,"High",0.87468671679198,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.39093721180301,0.255813953488372,3.62790697674419,1.37209302325581,0,"109 - 12",0
"87",12,"Jefferson HS","361",1,0,0,1,0,0,0,0,0,0,0,1,0,"03/28/1994",8478,12,"Jefferson HS",6,"High",0.87468671679198,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.39093721180301,0.255813953488372,3.62790697674419,1.37209302325581,0,"361 - 12",0
"88",12,"Jefferson HS","116",0,0,0,1,0,0,0,1,0,0,0,0,1,"10/16/1993",8641,12,"Jefferson HS",6,"High",0.87468671679198,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.39093721180301,0.255813953488372,3.62790697674419,1.37209302325581,0,"116 - 12",0
"89",12,"Jefferson HS","124",1,0,0,1,0,0,0,0,0,1,0,0,0,"10/14/1994",8278,12,"Jefferson HS",6,"High",0.87468671679198,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.39093721180301,0.255813953488372,3.62790697674419,1.37209302325581,0,"124 - 12",0
"90",12,"Jefferson HS","363",1,0,0,1,1,0,0,0,0,0,0,0,1,"07/25/1991",9455,12,"Jefferson HS",6,"High",0.87468671679198,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.39093721180301,0.255813953488372,3.62790697674419,1.37209302325581,0,"363 - 12",0
"91",12,"Jefferson HS","120",1,0,0,1,0,0,0,0,1,0,1,0,0,"02/27/1995",8142,12,"Jefferson HS",6,"High",0.87468671679198,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.39093721180301,0.255813953488372,3.62790697674419,1.37209302325581,0,"120 - 12",0
"92",13,NA,"119",1,0,0,1,0,1,0,0,0,1,0,0,0,"04/17/1996",7727,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"119 - 13",0
"93",13,NA,"141",1,0,0,1,0,0,0,0,0,0,0,0,1,"05/28/1995",8052,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"141 - 13",0
"94",13,NA,"428",0,1,0,0,0,0,0,0,0,0,0,0,0,"07/20/1994",8364,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"428 - 13",0
"95",13,NA,"153",1,0,0,1,0,0,0,0,0,0,1,0,0,"05/23/1995",8057,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"153 - 13",0
"96",13,"John Liechty Middle School","315",1,0,0,1,0,0,0,1,0,1,0,0,0,"04/14/1994",8461,13,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"315 - 13",0
"97",13,NA,"387",0,1,0,0,0,0,0,0,0,1,0,0,0,"07/28/1997",7260,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"387 - 13",0
"98",13,NA,"149",1,0,0,1,0,0,1,0,0,0,1,0,0,"05/02/1996",7712,NA,"John Liechty Middle School",7,"Middle",0.954379562043796,"650 S. Union Ave., Los Angeles, CA 90017","PUW",0.298449612403101,0.406976744186047,0.406976744186047,2.98370150912644,0.298449612403101,3.17441860465116,1.60077519379845,0,"149 - 13",0
"99",14,"Jordan HS","342",1,0,0,1,0,0,0,0,0,1,0,0,0,"10/26/1993",8631,14,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"342 - 14",0
"100",14,NA,"163",1,0,0,1,0,1,0,0,0,0,0,0,0,"03/15/1995",8126,NA,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"163 - 14",24.6666666666667
"101",14,NA,"88",0,0,0,1,0,0,0,1,0,0,0,0,1,"02/12/1995",8157,NA,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"88 - 14",0
"102",14,NA,"9013",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"9013 - 14",0
"103",14,"Jordan HS","343",1,0,0,1,0,0,0,0,0,0,0,0,0,"05/30/1995",8050,14,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"343 - 14",0
"104",14,NA,"398",0,0,1,0,0,0,0,0,0,0,0,1,0,"01/23/1994",8542,NA,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"398 - 14",0
"105",14,NA,"390",0,0,0,1,0,0,0,0,0,1,0,0,0,"10/15/1994",8277,NA,"Jordan HS",7,"High",0.831632653061224,"2265 E. 103rd St, Los Angeles, CA 90002","W",0,0.406976744186047,0.406976744186047,1.94462262547021,0.298449612403101,4.23255813953488,1.60077519379845,1,"390 - 14",0
"106",15,"Alain LeRoy Locke College Preparatory Academy","325",1,0,0,1,0,1,0,1,0,1,0,0,0,"06/02/1994",8412,15,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"325 - 15",0
"107",15,NA,"394",0,0,0,1,0,0,0,0,0,0,1,0,0,"02/10/1995",8159,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"394 - 15",0
"108",15,"Alain LeRoy Locke College Preparatory Academy","326",1,0,0,1,1,1,0,1,0,1,0,0,0,"12/06/1992",8955,15,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"326 - 15",0
"109",15,NA,"9001",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"9001 - 15",0
"110",15,"Alain LeRoy Locke College Preparatory Academy","327",1,0,0,1,0,0,0,0,0,1,0,0,0,"12/10/1993",8586,15,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"327 - 15",0
"111",15,NA,"173",1,0,0,1,0,0,0,0,1,0,0,0,1,"12/05/1993",8591,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"173 - 15",0
"112",15,NA,"22",0,0,0,1,0,0,0,0,0,0,0,0,1,"09/19/1995",7938,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"22 - 15",0
"113",15,"Alain LeRoy Locke College Preparatory Academy","317",1,0,0,1,1,1,0,1,0,1,0,0,0,"08/29/1995",7959,15,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"317 - 15",0
"114",15,NA,"80",1,0,0,1,0,1,0,0,0,0,0,0,1,"03/06/1995",8135,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"80 - 15",0
"115",15,NA,"405",0,0,0,1,0,0,0,0,0,0,0,0,0,"10/29/1993",8628,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"405 - 15",0
"116",15,NA,"420",0,0,0,1,0,0,0,0,0,1,0,0,0,"06/10/1995",8039,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"420 - 15",0
"117",15,NA,"9008",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Alain LeRoy Locke College Preparatory Academy",12,"High",0.85,"325 E 111th St, Los Angeles, CA 90061","W",0,0.697674418604651,0.697674418604651,2.15063677717841,0.511627906976744,7.25581395348837,2.74418604651163,1,"9008 - 15",0
"118",16,NA,"30",0,0,0,1,0,0,0,0,0,0,0,1,0,"04/19/1993",8821,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"30 - 16",0
"119",16,NA,"11",0,0,0,1,0,0,0,0,0,0,0,0,1,"01/17/1994",8548,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"11 - 16",0
"120",16,NA,"378",0,0,0,1,0,0,0,0,0,1,0,0,0,"07/07/1994",8377,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"378 - 16",0
"121",16,NA,"114",1,0,0,1,0,0,0,1,0,1,0,0,0,"10/04/1995",7923,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"114 - 16",26.0833333333333
"122",16,"Manual Arts High School","364",0,0,0,1,0,0,0,0,0,1,0,0,0,"09/17/1993",8670,16,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"364 - 16",0
"123",16,"Manual Arts High School","344",1,0,0,1,1,1,0,1,0,1,0,0,0,"04/29/1993",8811,16,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"344 - 16",0
"124",16,NA,"159",1,0,0,1,0,1,0,0,0,1,0,0,0,"05/30/1995",8050,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"159 - 16",0
"125",16,NA,"8",0,0,0,1,0,0,0,0,0,0,1,0,0,"07/14/1995",8005,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"8 - 16",0
"126",16,NA,"135",1,0,0,1,0,0,0,0,0,0,0,0,0,"06/06/1995",8043,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"135 - 16",46.45
"127",16,NA,"384",0,0,0,1,0,0,0,0,0,1,0,0,0,"04/05/1995",8105,NA,"Manual Arts High School",10,"High",0.838046272493573,"4131 S Vermont Ave, Los Angeles, Ca 90037","SLA",0,0.581395348837209,0.581395348837209,2.01965606257457,0.426356589147287,6.04651162790698,2.28682170542636,0,"384 - 16",0
"128",17,"Markham MS","349",1,0,0,1,0,0,0,0,0,0,0,0,0,"12/04/1992",8957,17,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"349 - 17",0
"129",17,NA,"16",1,0,0,1,0,0,0,1,0,0,1,0,0,"01/10/1995",8190,NA,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"16 - 17",0
"130",17,NA,"81",1,0,0,1,0,0,0,0,0,1,0,0,0,"08/20/1995",7968,NA,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"81 - 17",43.9833333333333
"131",17,"Markham MS","346",1,0,0,1,1,1,0,0,0,1,0,0,0,"07/12/1993",8737,17,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"346 - 17",0
"132",17,"Markham MS","350",1,0,0,1,0,1,0,0,0,1,0,0,0,"06/23/1993",8756,17,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"350 - 17",0
"133",17,NA,"83",1,0,0,1,0,1,0,0,0,1,0,0,0,"07/17/1995",8002,NA,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"83 - 17",0
"134",17,"Markham MS","347",1,0,0,1,0,0,0,0,0,0,0,0,1,"01/29/1994",8536,17,"Markham MS",7,"Middle",0.722986247544204,"1650 E. 104th St., Los Angeles, CA 90002","W",0.298449612403101,0.406976744186047,0.406976744186047,1,0.298449612403101,3.17441860465116,1.60077519379845,1,"347 - 17",0
"135",18,NA,"175",1,0,0,1,0,1,0,0,0,1,0,0,0,"03/24/1995",8117,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"175 - 18",0
"136",18,NA,"377",0,0,0,1,0,0,0,0,0,0,0,0,0,"12/09/1993",8587,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"377 - 18",0
"137",18,NA,"108",1,0,0,1,0,0,0,0,0,0,0,1,0,"06/12/1995",8037,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"108 - 18",32.0333333333333
"138",18,NA,"57",1,0,0,1,0,1,0,0,1,1,0,0,0,"11/24/1995",7872,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"57 - 18",0
"139",18,"Mendez High School","341",1,0,0,1,0,0,0,1,0,0,0,1,0,"11/04/1993",8622,18,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"341 - 18",0
"140",18,NA,"382",0,0,1,0,0,0,0,0,0,0,0,0,0,"12/21/1994",8210,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"382 - 18",0
"141",18,NA,"37",1,0,0,1,0,0,1,0,0,0,1,0,0,"02/19/1995",8150,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"37 - 18",22.75
"142",18,NA,"128",1,0,0,1,0,1,0,0,0,1,0,0,0,"01/07/1995",8193,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"128 - 18",29.95
"143",18,NA,"406",0,0,0,1,0,0,0,1,0,1,0,0,0,"01/15/1992",9281,NA,"Mendez High School",9,"High",0.978313253012048,"1200 Plaza del Sol, Los Angeles, CA 90033","ELA",0,0.523255813953488,0.523255813953488,3.12552301508839,0.383720930232558,5.44186046511628,2.05813953488372,0,"406 - 18",0
"144",19,"Nava College Prep","351",1,0,0,1,0,0,0,0,0,0,0,0,0,"07/28/1994",8356,19,"Nava College Prep",6,"High",0.95360824742268,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.97891195184719,0.255813953488372,3.62790697674419,1.37209302325581,0,"351 - 19",0
"145",19,"Nava College Prep","127",1,0,0,1,0,0,0,0,0,0,1,0,0,"08/22/1994",8331,19,"Nava College Prep",6,"High",0.95360824742268,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.97891195184719,0.255813953488372,3.62790697674419,1.37209302325581,0,"127 - 19",0
"146",19,"Nava College Prep","166",1,0,0,1,0,1,0,1,0,0,0,1,0,"09/20/1994",8302,19,"Nava College Prep",6,"High",0.95360824742268,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.97891195184719,0.255813953488372,3.62790697674419,1.37209302325581,0,"166 - 19",0
"147",19,"Nava College Prep","352",1,0,0,1,0,0,0,1,0,1,0,0,0,"08/07/1994",8346,19,"Nava College Prep",6,"High",0.95360824742268,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.97891195184719,0.255813953488372,3.62790697674419,1.37209302325581,0,"352 - 19",0
"148",19,"Nava College Prep","132",0,0,0,1,0,0,0,0,0,0,0,1,0,"04/07/1995",8103,19,"Nava College Prep",6,"High",0.95360824742268,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.97891195184719,0.255813953488372,3.62790697674419,1.37209302325581,0,"132 - 19",0
"149",19,NA,"27",1,0,0,1,0,0,0,0,0,1,0,0,0,"01/05/1995",8195,NA,"Nava College Prep",6,"High",0.95360824742268,"1319 E 41st St., Los Angeles, Ca 90011","SLA",0,0.348837209302326,0.348837209302326,2.97891195184719,0.255813953488372,3.62790697674419,1.37209302325581,0,"27 - 19",29.3833333333333
"150",20,NA,"48",0,0,0,1,0,0,0,0,0,0,0,0,1,"11/26/1995",7870,NA,"Normandie Avenue ES",12,"Elementary",0.817518248175182,"4505 S. Raymond Ave., Los Angeles, CA 90037","SLA",0.511627906976744,0.697674418604651,0.697674418604651,1.76573425690758,0.511627906976744,3.62790697674419,2.74418604651163,0,"48 - 20",0
"151",20,"Normandie Avenue ES","53",1,0,0,1,0,0,1,0,0,0,1,0,0,"06/02/1995",8047,20,"Normandie Avenue ES",12,"Elementary",0.817518248175182,"4505 S. Raymond Ave., Los Angeles, CA 90037","SLA",0.511627906976744,0.697674418604651,0.697674418604651,1.76573425690758,0.511627906976744,3.62790697674419,2.74418604651163,0,"53 - 20",0
"152",20,"Normandie Avenue ES","353",1,0,0,1,0,0,0,0,0,0,0,1,0,"03/25/1993",8846,20,"Normandie Avenue ES",12,"Elementary",0.817518248175182,"4505 S. Raymond Ave., Los Angeles, CA 90037","SLA",0.511627906976744,0.697674418604651,0.697674418604651,1.76573425690758,0.511627906976744,3.62790697674419,2.74418604651163,0,"353 - 20",0
"153",20,"Normandie Avenue ES","319",1,0,0,1,1,1,0,0,0,0,0,1,0,"04/21/1993",8819,20,"Normandie Avenue ES",12,"Elementary",0.817518248175182,"4505 S. Raymond Ave., Los Angeles, CA 90037","SLA",0.511627906976744,0.697674418604651,0.697674418604651,1.76573425690758,0.511627906976744,3.62790697674419,2.74418604651163,0,"319 - 20",0
"154",20,NA,"170",1,0,0,1,0,0,0,1,0,0,1,0,0,"04/03/1995",8107,NA,"Normandie Avenue ES",12,"Elementary",0.817518248175182,"4505 S. Raymond Ave., Los Angeles, CA 90037","SLA",0.511627906976744,0.697674418604651,0.697674418604651,1.76573425690758,0.511627906976744,3.62790697674419,2.74418604651163,0,"170 - 20",0
"155",20,"Normandie Avenue ES","314",0,0,0,1,0,0,0,0,0,0,0,0,1,"08/01/1992",9082,20,"Normandie Avenue ES",12,"Elementary",0.817518248175182,"4505 S. Raymond Ave., Los Angeles, CA 90037","SLA",0.511627906976744,0.697674418604651,0.697674418604651,1.76573425690758,0.511627906976744,3.62790697674419,2.74418604651163,0,"314 - 20",0
